	X222	X223	X224	X225	X226	X228	X230	X231	X232	X233	X234	X235	X236	X237	X238	X239	X240	X241	X242	X243	X244	X245	X246	X247	X248	X249	X250
bOTU_141	880.4893678	3620.42746	8753.99877	12831.7211	139.0204508	847.2895481	382.9585672	989.6329518	392.1165293	1504.906843	148.2563892	570.9783971	491.795451	4024.261526	960.4257042	1617.89712	1758.78547	2623.140838	3202.202899	4208.863711	390.8711631	1388.621083	425.2946913	173.4085779	150.3687266	609.0004634	0
bOTU_447	0	0	171.6470347	0	973.1431554	3026.0341	510.611423	618.5205949	588.174794	668.8474856	296.5127785	285.4891985	688.5136314	294.4581604	548.8146881	475.8520941	740.5412507	485.7668219	485.1822575	95.65599344	195.4355816	1128.25463	106.3236728	0	0	0	152.2422526
bOTU_1458	586.9929119	441.5155439	0	0	139.0204508	605.2068201	255.3057115	123.704119	294.087397	501.6356142	0	142.7445993	98.3590902	98.15272014	0	95.17041882	0	194.3067287	388.145806	1913.119869	0	694.3105415	0	0	225.5530898	152.2501159	76.1211263
bOTU_88	0	176.6062175	0	81.2134247	0	121.041364	765.9171345	247.408238	196.0582647	1003.271228	148.2563892	0	1081.949992	392.6108806	686.0183602	2284.090052	1388.514845	1165.840372	582.218709	956.5599344	0	1388.621083	637.9420369	173.4085779	2029.977809	4567.503476	6546.416862
bOTU_542	97.83215198	1236.243523	85.82351736	81.2134247	139.0204508	0	0	494.8164759	98.02913233	0	296.5127785	285.4891985	1672.104533	1177.832642	1097.629376	666.1929317	833.108907	1068.687008	582.218709	1243.527915	195.4355816	86.78881769	3827.652221	0	1729.240355	456.7503476	0
bOTU_138	293.4964559	5651.398961	1115.705726	3979.45781	973.1431554	121.041364	0	371.1123569	980.2913233	501.6356142	148.2563892	999.2121949	0	294.4581604	1509.240392	571.0225129	277.702969	0	388.145806	956.5599344	0	173.5776354	212.6473456	0	0	456.7503476	0
bOTU_4294	0	3532.124351	343.2940694	568.4939729	973.1431554	968.3309121	382.9585672	865.9288328	2450.728308	668.8474856	593.0255569	142.7445993	98.3590902	98.15272014	1783.647736	0	277.702969	291.4600931	97.03645149	0	0	0	0	173.4085779	0	0	228.3633789
bOTU_76	0	88.30310877	0	0	278.0409015	363.124092	382.9585672	247.408238	588.174794	167.2118714	148.2563892	0	2852.413616	1275.985362	1509.240392	1522.726701	2406.759065	2137.374016	873.3280634	765.2479475	977.1779078	1648.987536	212.6473456	0	0	2131.501622	0
bOTU_305	782.6572158	2737.396372	7638.293045	11532.30631	0	1331.455004	0	371.1123569	196.0582647	167.2118714	148.2563892	285.4891985	393.4363608	196.3054403	137.203672	285.5112565	92.56765634	194.3067287	388.145806	191.3119869	97.71779078	781.0993592	106.3236728	0	0	304.5002317	228.3633789
bOTU_389	97.83215198	1942.668393	858.2351736	1136.987946	0	363.124092	0	247.408238	490.1456617	334.4237428	296.5127785	428.2337978	688.5136314	5594.705048	137.203672	761.3633506	1110.811876	291.4600931	0	191.3119869	97.71779078	347.1552708	106.3236728	0	0	0	152.2422526
bOTU_233	97.83215198	0	0	0	973.1431554	1815.62046	1148.875702	247.408238	686.2039263	334.4237428	296.5127785	428.2337978	196.7181804	392.6108806	1097.629376	951.7041882	1018.24422	291.4600931	291.1093545	191.3119869	97.71779078	433.9440885	0	0	0	0	0
bOTU_33	0	1059.637305	85.82351736	81.2134247	2363.347663	1815.62046	510.611423	1484.449428	3627.077896	1337.694971	4299.435288	2854.891985	1180.309082	1766.748962	411.6110161	1713.067539	2591.894377	3886.134575	1067.400966	382.6239738	977.1779078	173.5776354	0	173.4085779	225.5530898	3501.752665	532.8478841
bOTU_599	0	353.2124351	0	0	139.0204508	242.082728	510.611423	247.408238	196.0582647	334.4237428	889.5383354	1141.956794	688.5136314	1079.679922	411.6110161	475.8520941	2129.056096	777.226915	291.1093545	860.903941	97.71779078	173.5776354	212.6473456	0	0	456.7503476	0
bOTU_63	0	176.6062175	257.4705521	0	1112.163606	2662.910008	638.2642787	1731.857666	3136.932235	1170.4831	741.2819461	428.2337978	11901.44991	11680.1737	17424.86635	17416.18664	20735.15502	14475.85129	11450.30128	10235.1913	6058.503028	14840.88783	11801.92768	11705.07901	14134.6603	9287.257067	12864.47035
bOTU_827	195.664304	1059.637305	0	893.3476717	0	363.124092	255.3057115	123.704119	490.1456617	501.6356142	296.5127785	428.2337978	393.4363608	196.3054403	137.203672	95.17041882	370.2706254	97.15336437	388.145806	286.9679803	390.8711631	433.9440885	0	0	0	0	0
bOTU_1244	0	353.2124351	343.2940694	162.4268494	278.0409015	726.2481841	765.9171345	123.704119	392.1165293	836.059357	148.2563892	856.4675956	0	0	1509.240392	95.17041882	92.56765634	0	97.03645149	0	488.5889539	0	212.6473456	0	75.18436328	609.0004634	76.1211263
bOTU_583	0	706.4248702	0	243.6402741	278.0409015	605.2068201	765.9171345	247.408238	686.2039263	334.4237428	148.2563892	1570.190592	688.5136314	490.7636007	548.8146881	190.3408376	833.108907	0	1843.692578	286.9679803	293.1533723	607.5217238	531.6183641	260.1128669	451.1061797	609.0004634	152.2422526
bOTU_44	0	88.30310877	171.6470347	0	278.0409015	0	127.6528557	123.704119	0	0	0	0	885.2318118	687.069041	1234.833048	475.8520941	1666.217814	680.0735506	1164.437418	573.9359607	97.71779078	1301.832265	5103.536295	3034.650114	3082.558895	2588.25197	3653.814063
bOTU_16	195.664304	5033.2772	3003.823107	5928.580003	2641.388565	5325.820017	765.9171345	3587.41945	4999.485749	4180.296785	3261.640563	6280.762368	786.8727216	883.3744812	2469.666097	380.6816753	1481.082501	291.4600931	0	382.6239738	97.71779078	0	318.9710185	0	150.3687266	913.5006951	0
bOTU_360	0	264.9093263	0	0	417.0613523	363.124092	127.6528557	494.8164759	1960.582647	668.8474856	1482.563892	570.9783971	590.1545412	1275.985362	0	1903.408376	1758.78547	485.7668219	0	382.6239738	390.8711631	86.78881769	106.3236728	86.70428897	0	1218.000927	0
bOTU_996	0	2295.880828	514.9411041	568.4939729	278.0409015	363.124092	382.9585672	1237.04119	882.262191	334.4237428	296.5127785	285.4891985	786.8727216	14624.7553	274.4073441	2379.26047	2314.191408	1165.840372	194.072903	669.5919541	684.0245354	954.6769946	318.9710185	86.70428897	1428.502902	456.7503476	1598.543652
bOTU_18	0	3620.42746	171.6470347	81.2134247	278.0409015	0	382.9585672	123.704119	2352.699176	0	0	142.7445993	3639.286337	588.9163208	15092.40392	666.1929317	1295.947189	0	97.03645149	191.3119869	390.8711631	173.5776354	425.2946913	86.70428897	526.290543	152.2501159	152.2422526
bOTU_61	2641.468103	264.9093263	257.4705521	893.3476717	834.1227046	0	1021.222846	0	980.2913233	334.4237428	444.7691677	1141.956794	491.795451	1177.832642	1372.03672	666.1929317	462.8382817	777.226915	291.1093545	860.903941	390.8711631	694.3105415	0	0	150.3687266	456.7503476	0
bOTU_685	0	1589.455958	85.82351736	81.2134247	0	484.1654561	255.3057115	989.6329518	784.2330586	167.2118714	444.7691677	2141.168989	98.3590902	294.4581604	0	190.3408376	1573.650158	0	291.1093545	0	97.71779078	0	212.6473456	0	150.3687266	0	608.9690104
bOTU_257	293.4964559	3973.639895	944.0586909	1380.62822	1668.245409	484.1654561	1531.834269	865.9288328	3725.107029	836.059357	3113.384174	1855.67979	983.590902	3239.039765	3292.888129	3426.135077	4165.544535	582.9201862	873.3280634	382.6239738	977.1779078	607.5217238	0	0	75.18436328	456.7503476	0
bOTU_480	0	88.30310877	85.82351736	81.2134247	0	363.124092	255.3057115	0	0	0	296.5127785	142.7445993	1377.027263	392.6108806	411.6110161	856.5337694	647.9735944	2525.987474	2619.98419	1721.807882	488.5889539	3037.608619	106.3236728	0	150.3687266	304.5002317	152.2422526
bOTU_1220	391.3286079	794.7279789	686.5881388	974.5610964	278.0409015	968.3309121	255.3057115	989.6329518	1176.349588	668.8474856	444.7691677	713.7229963	196.7181804	3140.887044	0	190.3408376	370.2706254	0	97.03645149	191.3119869	293.1533723	520.7329061	106.3236728	0	75.18436328	0	76.1211263
bOTU_820	195.664304	3973.639895	2917.99959	1867.908768	1529.224958	242.082728	127.6528557	1855.561785	490.1456617	501.6356142	1334.307503	142.7445993	98.3590902	0	548.8146881	856.5337694	925.6765634	0	194.072903	0	195.4355816	347.1552708	106.3236728	0	0	152.2501159	0
bOTU_337	0	1236.243523	686.5881388	0	278.0409015	847.2895481	255.3057115	0	98.02913233	167.2118714	148.2563892	0	590.1545412	2453.818003	1783.647736	1713.067539	1295.947189	874.3802794	582.218709	5548.04762	0	433.9440885	106.3236728	0	75.18436328	0	608.9690104
bOTU_3630	0	0	0	0	139.0204508	1210.41364	255.3057115	123.704119	0	334.4237428	296.5127785	285.4891985	1770.463624	490.7636007	548.8146881	1142.045026	1481.082501	0	291.1093545	95.65599344	97.71779078	607.5217238	106.3236728	0	0	456.7503476	228.3633789
bOTU_228	97.83215198	176.6062175	171.6470347	243.6402741	0	242.082728	510.611423	494.8164759	196.0582647	167.2118714	0	285.4891985	1180.309082	196.3054403	548.8146881	856.5337694	1018.24422	97.15336437	194.072903	0	195.4355816	260.3664531	106.3236728	0	75.18436328	304.5002317	0
bOTU_1828	97.83215198	88.30310877	0	81.2134247	139.0204508	121.041364	127.6528557	0	196.0582647	0	148.2563892	142.7445993	196.7181804	294.4581604	548.8146881	95.17041882	0	194.3067287	194.072903	191.3119869	195.4355816	433.9440885	212.6473456	0	150.3687266	0	152.2422526
bOTU_1916	0	0	0	0	0	0	127.6528557	123.704119	0	167.2118714	148.2563892	142.7445993	295.0772706	294.4581604	137.203672	95.17041882	185.1353127	388.6134575	485.1822575	191.3119869	781.7423262	260.3664531	212.6473456	433.5214448	676.6592695	456.7503476	1294.059147
bOTU_301	195.664304	0	257.4705521	0	278.0409015	242.082728	510.611423	2102.970023	196.0582647	836.059357	593.0255569	428.2337978	590.1545412	490.7636007	274.4073441	1142.045026	1018.24422	388.6134575	776.291612	765.2479475	1172.613489	3645.130343	425.2946913	0	150.3687266	304.5002317	456.7267578
bOTU_292	0	176.6062175	0	0	417.0613523	121.041364	0	0	196.0582647	167.2118714	0	856.4675956	2163.899984	490.7636007	137.203672	951.7041882	2406.759065	1845.913923	1261.473869	1147.871921	97.71779078	1215.043448	850.5893825	520.2257338	1052.581086	761.2505793	76.1211263
bOTU_547	97.83215198	1147.940414	343.2940694	730.9208223	139.0204508	1210.41364	127.6528557	123.704119	686.2039263	0	148.2563892	428.2337978	1081.949992	588.9163208	274.4073441	571.0225129	370.2706254	388.6134575	194.072903	382.6239738	97.71779078	260.3664531	0	0	150.3687266	152.2501159	0
bOTU_5738	195.664304	618.1217614	343.2940694	2923.683289	139.0204508	0	0	371.1123569	98.02913233	167.2118714	148.2563892	428.2337978	98.3590902	490.7636007	137.203672	285.5112565	1018.24422	194.3067287	194.072903	478.2799672	0	173.5776354	0	0	0	0	0
bOTU_101	684.8250638	2472.487046	2231.411451	7065.567949	556.0818031	363.124092	382.9585672	3092.602974	980.2913233	1504.906843	741.2819461	1570.190592	2655.695435	2159.359843	1234.833048	3711.646334	1388.514845	3206.061024	3590.348705	3921.895731	684.0245354	1822.565172	318.9710185	0	0	0	0
bOTU_343	97.83215198	88.30310877	257.4705521	243.6402741	556.0818031	242.082728	1148.875702	1237.04119	2940.87397	668.8474856	593.0255569	0	786.8727216	294.4581604	1646.444064	95.17041882	370.2706254	0	291.1093545	286.9679803	0	520.7329061	0	0	0	0	0
bOTU_3198	0	264.9093263	0	243.6402741	139.0204508	0	382.9585672	0	196.0582647	167.2118714	593.0255569	0	295.0772706	392.6108806	1097.629376	95.17041882	92.56765634	97.15336437	97.03645149	0	97.71779078	954.6769946	425.2946913	173.4085779	225.5530898	0	152.2422526
bOTU_92	2347.971647	88.30310877	171.6470347	162.4268494	278.0409015	121.041364	765.9171345	0	0	167.2118714	148.2563892	856.4675956	590.1545412	294.4581604	137.203672	571.0225129	462.8382817	0	194.072903	0	1074.895699	520.7329061	212.6473456	0	75.18436328	304.5002317	0
bOTU_263	0	1324.546632	0	324.8536988	0	0	382.9585672	0	196.0582647	167.2118714	0	1141.956794	393.4363608	6085.468649	1783.647736	2093.749214	833.108907	1165.840372	1261.473869	1243.527915	879.460117	1041.465812	0	346.8171559	300.7374531	609.0004634	761.211263
bOTU_450	97.83215198	4150.246112	0	1055.774521	4031.593072	1089.372276	3829.585672	3340.011212	3725.107029	836.059357	4892.460845	570.9783971	393.4363608	1668.596242	0	0	555.405938	0	97.03645149	95.65599344	0	173.5776354	318.9710185	0	0	152.2501159	76.1211263
bOTU_356	684.8250638	0	0	0	278.0409015	242.082728	127.6528557	494.8164759	98.02913233	836.059357	0	713.7229963	1475.386353	1570.443522	1509.240392	1427.556282	1203.379532	874.3802794	970.3645149	191.3119869	1954.355816	954.6769946	212.6473456	0	0	456.7503476	0
bOTU_222	293.4964559	3797.033677	0	1867.908768	11260.65651	3026.0341	4595.502807	7051.134782	7254.155792	5183.568013	6226.768348	2426.658188	2360.618165	98.15272014	686.0183602	95.17041882	185.1353127	97.15336437	679.2551605	95.65599344	390.8711631	694.3105415	106.3236728	0	0	304.5002317	0
bOTU_769	97.83215198	176.6062175	1458.999795	649.7073976	278.0409015	242.082728	127.6528557	0	294.087397	0	0	713.7229963	295.0772706	785.2217611	0	475.8520941	1018.24422	291.4600931	291.1093545	382.6239738	97.71779078	173.5776354	106.3236728	433.5214448	375.9218164	0	456.7267578
bOTU_631	1369.650128	19426.68393	7895.763597	13725.06877	834.1227046	726.2481841	382.9585672	6556.318306	4999.485749	1003.271228	1927.33306	2141.168989	0	392.6108806	0	0	185.1353127	291.4600931	0	95.65599344	0	0	106.3236728	0	75.18436328	304.5002317	0
bOTU_3488	97.83215198	88.30310877	429.1175868	649.7073976	0	121.041364	127.6528557	123.704119	196.0582647	501.6356142	296.5127785	0	0	196.3054403	0	475.8520941	185.1353127	0	97.03645149	95.65599344	195.4355816	260.3664531	0	0	225.5530898	0	304.4845052
bOTU_2511	0	88.30310877	85.82351736	81.2134247	1112.163606	1694.579096	638.2642787	742.2247139	686.2039263	1170.4831	593.0255569	0	688.5136314	1472.290802	411.6110161	856.5337694	740.5412507	97.15336437	194.072903	95.65599344	195.4355816	86.78881769	0	0	0	0	0
bOTU_129	97.83215198	0	85.82351736	162.4268494	139.0204508	968.3309121	1404.181413	1237.04119	196.0582647	334.4237428	0	999.2121949	1672.104533	294.4581604	1783.647736	380.6816753	1758.78547	485.7668219	776.291612	669.5919541	4397.300585	2690.453348	531.6183641	0	902.2123594	0	913.4535157
bOTU_1348	97.83215198	0	0	0	0	121.041364	255.3057115	0	0	334.4237428	0	142.7445993	491.795451	1177.832642	411.6110161	761.3633506	1295.947189	971.5336437	1067.400966	1147.871921	97.71779078	1648.987536	956.9130554	953.7471786	1879.609082	609.0004634	3425.450684
bOTU_3929	97.83215198	1589.455958	171.6470347	893.3476717	0	242.082728	0	247.408238	588.174794	167.2118714	0	0	98.3590902	5791.010488	137.203672	0	647.9735944	388.6134575	194.072903	95.65599344	0	347.1552708	425.2946913	0	150.3687266	609.0004634	0
bOTU_67	586.9929119	176.6062175	0	0	417.0613523	1694.579096	1531.834269	371.1123569	980.2913233	668.8474856	296.5127785	1141.956794	393.4363608	294.4581604	411.6110161	1046.874607	1388.514845	194.3067287	194.072903	95.65599344	97.71779078	260.3664531	106.3236728	0	0	0	76.1211263
bOTU_295	1076.153672	441.5155439	1888.117382	162.4268494	417.0613523	484.1654561	0	123.704119	196.0582647	167.2118714	0	0	786.8727216	883.3744812	137.203672	380.6816753	1851.353127	680.0735506	1358.510321	669.5919541	97.71779078	433.9440885	1488.531419	86.70428897	751.8436328	609.0004634	685.0901367
bOTU_238	0	0	0	0	0	121.041364	0	123.704119	98.02913233	0	0	1570.190592	5016.3136	6281.774089	3430.091801	2569.601308	3795.27391	4371.901397	1940.72903	1434.839902	684.0245354	1909.353989	637.9420369	173.4085779	225.5530898	1522.501159	228.3633789
bOTU_784	97.83215198	264.9093263	1201.529243	649.7073976	2780.409015	1331.455004	382.9585672	1360.745309	1078.320456	1337.694971	296.5127785	428.2337978	0	98.15272014	137.203672	95.17041882	185.1353127	194.3067287	97.03645149	0	390.8711631	260.3664531	0	0	0	152.2501159	0
bOTU_390	195.664304	706.4248702	429.1175868	324.8536988	278.0409015	121.041364	255.3057115	618.5205949	294.087397	334.4237428	148.2563892	570.9783971	1672.104533	2944.581604	823.2220322	1713.067539	1758.78547	2525.987474	1067.400966	1626.151889	684.0245354	1996.142807	956.9130554	693.6343117	2631.452715	0	456.7267578
bOTU_330	0	971.3341965	85.82351736	162.4268494	139.0204508	1089.372276	127.6528557	123.704119	588.174794	334.4237428	0	1570.190592	3147.490886	4024.261526	686.0183602	2188.919633	2221.623752	2234.527381	3881.45806	2774.02381	879.460117	3471.552708	531.6183641	1560.677201	1503.687266	1674.751274	1065.695768
bOTU_429	684.8250638	0	0	81.2134247	0	0	0	123.704119	490.1456617	334.4237428	0	142.7445993	393.4363608	98.15272014	0	190.3408376	92.56765634	291.4600931	194.072903	95.65599344	1954.355816	173.5776354	531.6183641	0	150.3687266	456.7503476	152.2422526
bOTU_403	0	0	0	0	417.0613523	4720.613196	0	0	98.02913233	1337.694971	148.2563892	1712.935191	1770.463624	98.15272014	411.6110161	1046.874607	925.6765634	874.3802794	582.218709	286.9679803	390.8711631	694.3105415	106.3236728	173.4085779	225.5530898	152.2501159	76.1211263
bOTU_437	586.9929119	88.30310877	0	81.2134247	139.0204508	121.041364	382.9585672	247.408238	294.087397	0	148.2563892	142.7445993	0	687.069041	1234.833048	475.8520941	277.702969	582.9201862	291.1093545	382.6239738	781.7423262	1041.465812	212.6473456	0	451.1061797	456.7503476	380.6056315
bOTU_3422	97.83215198	1059.637305	257.4705521	81.2134247	0	0	893.5699902	247.408238	392.1165293	0	444.7691677	285.4891985	0	1374.138082	548.8146881	190.3408376	462.8382817	485.7668219	582.218709	95.65599344	195.4355816	86.78881769	212.6473456	173.4085779	375.9218164	152.2501159	380.6056315
bOTU_38	978.3215198	88.30310877	0	81.2134247	139.0204508	0	255.3057115	123.704119	490.1456617	334.4237428	148.2563892	0	3344.209067	4613.177846	1920.851408	1808.237958	925.6765634	2914.600931	3493.312254	3252.303777	2638.380351	5294.117879	4359.270586	86.70428897	1654.055992	1522.501159	4643.388705
bOTU_819	1467.48228	529.8186526	600.7646215	1136.987946	556.0818031	121.041364	0	0	1078.320456	501.6356142	593.0255569	570.9783971	590.1545412	392.6108806	274.4073441	285.5112565	0	97.15336437	291.1093545	95.65599344	0	86.78881769	0	86.70428897	0	152.2501159	0
bOTU_272	0	176.6062175	0	0	139.0204508	121.041364	382.9585672	0	0	0	0	1427.445993	2065.540894	8735.592092	3018.480785	5139.202616	1666.217814	3400.367753	1746.656127	1434.839902	3615.558259	3211.186255	0	1473.972912	601.4749062	304.5002317	913.4535157
bOTU_7368	0	0	0	324.8536988	0	121.041364	127.6528557	0	98.02913233	167.2118714	148.2563892	428.2337978	196.7181804	294.4581604	137.203672	95.17041882	0	97.15336437	97.03645149	0	0	86.78881769	318.9710185	86.70428897	300.7374531	609.0004634	228.3633789
bOTU_306	195.664304	3178.911916	1029.882208	2598.82959	3475.511269	1936.661824	2170.098548	12617.82014	3431.019632	2340.9662	4151.178898	713.7229963	393.4363608	1177.832642	411.6110161	190.3408376	462.8382817	194.3067287	0	0	488.5889539	260.3664531	106.3236728	0	75.18436328	304.5002317	0
bOTU_136	489.1607599	2737.396372	4376.999385	4060.671235	2919.429466	2541.868644	2553.057115	3092.602974	5195.544014	2006.542457	1482.563892	142.7445993	196.7181804	294.4581604	411.6110161	190.3408376	740.5412507	0	0	0	97.71779078	0	0	0	0	761.2505793	0
bOTU_783	0	794.7279789	257.4705521	162.4268494	278.0409015	121.041364	255.3057115	0	882.262191	836.059357	296.5127785	285.4891985	590.1545412	1177.832642	137.203672	761.3633506	647.9735944	0	0	0	97.71779078	0	0	86.70428897	75.18436328	0	76.1211263
bOTU_194	1565.314432	88.30310877	2145.587934	162.4268494	834.1227046	484.1654561	1531.834269	1855.561785	784.2330586	836.059357	296.5127785	999.2121949	885.2318118	1079.679922	548.8146881	761.3633506	925.6765634	1457.300466	1067.400966	286.9679803	1758.920234	954.6769946	744.2657097	86.70428897	150.3687266	456.7503476	152.2422526
bOTU_375	489.1607599	2825.699481	8753.99877	6334.647126	834.1227046	363.124092	0	371.1123569	1274.37872	1003.271228	296.5127785	713.7229963	590.1545412	1864.901683	137.203672	1903.408376	2129.056096	291.4600931	1261.473869	1052.215928	195.4355816	433.9440885	956.9130554	0	300.7374531	304.5002317	228.3633789
bOTU_546	195.664304	2030.971502	686.5881388	568.4939729	139.0204508	242.082728	255.3057115	618.5205949	980.2913233	334.4237428	148.2563892	285.4891985	688.5136314	294.4581604	274.4073441	666.1929317	833.108907	194.3067287	0	95.65599344	97.71779078	173.5776354	0	0	0	152.2501159	0
bOTU_2176	195.664304	883.0310877	1029.882208	1218.20137	278.0409015	242.082728	255.3057115	123.704119	294.087397	334.4237428	148.2563892	0	98.3590902	98.15272014	0	475.8520941	370.2706254	291.4600931	97.03645149	95.65599344	97.71779078	260.3664531	0	173.4085779	375.9218164	0	76.1211263
bOTU_745	97.83215198	2737.396372	1029.882208	2192.762467	278.0409015	242.082728	510.611423	0	196.0582647	167.2118714	296.5127785	856.4675956	590.1545412	294.4581604	411.6110161	856.5337694	1203.379532	582.9201862	485.1822575	573.9359607	293.1533723	86.78881769	0	693.6343117	225.5530898	304.5002317	532.8478841
bOTU_770	0	706.4248702	514.9411041	81.2134247	417.0613523	121.041364	638.2642787	742.2247139	490.1456617	836.059357	889.5383354	285.4891985	196.7181804	98.15272014	823.2220322	571.0225129	740.5412507	97.15336437	97.03645149	382.6239738	293.1533723	347.1552708	106.3236728	0	0	761.2505793	304.4845052
bOTU_462	2347.971647	1236.243523	514.9411041	243.6402741	1112.163606	242.082728	1148.875702	123.704119	392.1165293	334.4237428	296.5127785	0	196.7181804	196.3054403	0	0	185.1353127	97.15336437	194.072903	0	684.0245354	260.3664531	106.3236728	0	0	152.2501159	152.2422526
bOTU_601	0	0	0	0	973.1431554	363.124092	1659.487125	371.1123569	490.1456617	668.8474856	1037.794725	2141.168989	885.2318118	196.3054403	548.8146881	1332.385863	647.9735944	194.3067287	388.145806	191.3119869	97.71779078	954.6769946	0	0	75.18436328	761.2505793	0
bOTU_611	293.4964559	0	85.82351736	0	139.0204508	0	0	618.5205949	0	167.2118714	0	570.9783971	196.7181804	294.4581604	1097.629376	951.7041882	740.5412507	388.6134575	1067.400966	0	390.8711631	1041.465812	106.3236728	173.4085779	0	456.7503476	532.8478841
bOTU_636	0	2825.699481	171.6470347	162.4268494	695.1022539	1089.372276	638.2642787	618.5205949	588.174794	334.4237428	0	285.4891985	98.3590902	294.4581604	823.2220322	666.1929317	1018.24422	0	0	382.6239738	195.4355816	1041.465812	0	0	0	152.2501159	0
bOTU_73	97.83215198	2914.002589	514.9411041	81.2134247	1112.163606	847.2895481	2170.098548	1360.745309	1666.49525	1003.271228	1186.051114	1141.956794	885.2318118	1864.901683	2332.462425	1998.578795	1018.24422	485.7668219	1067.400966	860.903941	684.0245354	2082.931625	0	260.1128669	75.18436328	456.7503476	76.1211263
bOTU_490	0	176.6062175	343.2940694	162.4268494	1112.163606	484.1654561	0	371.1123569	980.2913233	1504.906843	296.5127785	856.4675956	393.4363608	1570.443522	548.8146881	761.3633506	1943.920783	97.15336437	0	286.9679803	0	173.5776354	106.3236728	86.70428897	75.18436328	152.2501159	380.6056315
bOTU_610	97.83215198	176.6062175	0	162.4268494	417.0613523	121.041364	510.611423	742.2247139	196.0582647	0	0	142.7445993	2065.540894	4515.025126	0	1237.215445	1203.379532	2914.600931	2134.801933	2678.367816	586.3067447	1562.198718	3615.004876	5549.074494	6616.223969	1218.000927	3729.935189
bOTU_436	97.83215198	618.1217614	171.6470347	324.8536988	139.0204508	0	1021.222846	0	0	0	0	428.2337978	196.7181804	1472.290802	274.4073441	380.6816753	740.5412507	97.15336437	388.145806	382.6239738	1074.895699	260.3664531	212.6473456	260.1128669	977.3967227	152.2501159	837.3323894
bOTU_363	195.664304	0	257.4705521	81.2134247	0	121.041364	0	0	98.02913233	0	148.2563892	428.2337978	590.1545412	196.3054403	137.203672	285.5112565	92.56765634	291.4600931	679.2551605	191.3119869	781.7423262	433.9440885	212.6473456	86.70428897	375.9218164	609.0004634	304.4845052
bOTU_325	586.9929119	2207.577719	4033.705316	10395.31836	695.1022539	242.082728	382.9585672	1484.449428	1764.524382	1003.271228	1334.307503	1427.445993	393.4363608	1570.443522	1234.833048	380.6816753	740.5412507	1554.45383	1649.619675	1817.463875	879.460117	607.5217238	212.6473456	0	150.3687266	913.5006951	228.3633789
bOTU_489	0	1677.759067	257.4705521	1136.987946	139.0204508	484.1654561	382.9585672	123.704119	490.1456617	501.6356142	444.7691677	1998.42439	983.590902	490.7636007	411.6110161	761.3633506	1018.24422	97.15336437	582.218709	765.2479475	97.71779078	173.5776354	425.2946913	693.6343117	827.0279961	0	76.1211263
bOTU_435	97.83215198	176.6062175	85.82351736	649.7073976	278.0409015	1210.41364	127.6528557	0	294.087397	334.4237428	296.5127785	570.9783971	590.1545412	196.3054403	548.8146881	1142.045026	833.108907	291.4600931	582.218709	191.3119869	293.1533723	1301.832265	212.6473456	86.70428897	75.18436328	304.5002317	0
bOTU_3563	0	1147.940414	343.2940694	812.134247	0	242.082728	255.3057115	371.1123569	294.087397	167.2118714	148.2563892	428.2337978	196.7181804	0	137.203672	95.17041882	92.56765634	194.3067287	97.03645149	191.3119869	0	86.78881769	0	0	150.3687266	456.7503476	0
bOTU_1164	0	176.6062175	0	0	278.0409015	121.041364	382.9585672	3340.011212	490.1456617	0	593.0255569	428.2337978	196.7181804	490.7636007	823.2220322	1903.408376	1295.947189	194.3067287	388.145806	0	195.4355816	520.7329061	0	0	150.3687266	0	228.3633789
bOTU_559	0	176.6062175	257.4705521	243.6402741	278.0409015	847.2895481	382.9585672	371.1123569	490.1456617	668.8474856	593.0255569	428.2337978	590.1545412	392.6108806	548.8146881	1046.874607	1943.920783	485.7668219	485.1822575	478.2799672	390.8711631	1562.198718	106.3236728	0	75.18436328	152.2501159	152.2422526
bOTU_828	97.83215198	0	0	0	278.0409015	121.041364	127.6528557	123.704119	784.2330586	501.6356142	593.0255569	713.7229963	393.4363608	196.3054403	823.2220322	380.6816753	185.1353127	194.3067287	776.291612	95.65599344	293.1533723	260.3664531	0	0	75.18436328	456.7503476	76.1211263
bOTU_1216	0	0	0	0	0	0	0	123.704119	294.087397	167.2118714	148.2563892	142.7445993	590.1545412	196.3054403	274.4073441	856.5337694	185.1353127	1748.760559	873.3280634	478.2799672	97.71779078	781.0993592	1275.884074	780.3386007	1578.871629	152.2501159	1750.785905
bOTU_2271	0	88.30310877	0	0	278.0409015	121.041364	255.3057115	494.8164759	98.02913233	0	148.2563892	142.7445993	786.8727216	392.6108806	274.4073441	380.6816753	370.2706254	291.4600931	873.3280634	191.3119869	97.71779078	520.7329061	106.3236728	0	225.5530898	0	76.1211263
bOTU_1667	0	353.2124351	85.82351736	81.2134247	1112.163606	1089.372276	382.9585672	865.9288328	2646.786573	334.4237428	444.7691677	285.4891985	98.3590902	98.15272014	0	95.17041882	185.1353127	194.3067287	194.072903	191.3119869	0	260.3664531	318.9710185	0	75.18436328	609.0004634	0
bOTU_247	195.664304	971.3341965	85.82351736	81.2134247	1807.26586	2541.868644	1021.222846	4577.052402	784.2330586	1337.694971	1186.051114	856.4675956	196.7181804	392.6108806	548.8146881	571.0225129	555.405938	0	97.03645149	95.65599344	97.71779078	0	0	0	0	0	0
